image_name,new_x,new_y,new_w,new_h
ISIC_0029832,0,0,640,450
ISIC_0029833,0,0,640,450
ISIC_0029834,165,36,240,225
ISIC_0029835,0,0,640,450
ISIC_0029836,160,87,312,304
ISIC_0029837,215,131,197,175
ISIC_0029838,37,0,517,450
ISIC_0029839,82,14,500,413
ISIC_0029840,55,31,525,418
ISIC_0029841,55,49,527,370
ISIC_0029842,200,10,342,279
ISIC_0029843,152,56,367,316
ISIC_0029844,0,0,640,450
ISIC_0029845,252,161,142,114
ISIC_0029846,255,140,125,159
ISIC_0029847,235,144,177,186
ISIC_0029848,17,142,467,260
ISIC_0029849,112,77,370,297
ISIC_0029850,130,131,402,286
ISIC_0029851,0,22,640,427
ISIC_0029852,100,0,467,450
ISIC_0029853,0,0,640,356
ISIC_0029854,117,12,395,425
ISIC_0029855,80,0,437,450
ISIC_0029856,0,79,640,328
ISIC_0029857,155,82,327,279
ISIC_0029858,172,19,360,360
ISIC_0029859,0,0,640,450
ISIC_0029860,0,7,640,414
ISIC_0029861,162,40,325,370
ISIC_0029862,147,112,320,253
ISIC_0029863,45,3,342,356
ISIC_0029864,0,0,640,450
ISIC_0029865,75,0,565,450
ISIC_0029866,140,108,395,212
ISIC_0029867,147,40,402,326
ISIC_0029868,200,50,285,369
ISIC_0029869,0,0,617,450
ISIC_0029870,0,0,640,450
ISIC_0029871,0,19,640,430
ISIC_0029872,57,0,525,450
ISIC_0029873,82,0,447,413
ISIC_0029874,45,77,457,307
ISIC_0029875,170,0,385,365
ISIC_0029876,0,0,615,450
ISIC_0029877,45,22,572,376
ISIC_0029878,0,0,640,450
ISIC_0029879,280,177,82,101
ISIC_0029880,0,19,640,383
ISIC_0029881,32,0,607,450
ISIC_0029882,82,0,502,450
ISIC_0029883,102,117,292,272
ISIC_0029884,0,0,640,450
ISIC_0029885,0,86,640,309
ISIC_0029886,77,59,385,369
ISIC_0029887,85,94,377,270
ISIC_0029888,50,63,527,386
ISIC_0029889,237,152,177,135
ISIC_0029890,175,100,310,270
ISIC_0029891,0,0,640,450
ISIC_0029892,127,0,310,353
ISIC_0029893,120,49,350,326
ISIC_0029894,240,151,155,181
ISIC_0029895,95,12,450,414
ISIC_0029896,20,49,475,400
ISIC_0029897,17,0,622,450
ISIC_0029898,115,49,407,348
ISIC_0029899,0,0,640,450
ISIC_0029900,0,0,640,450
ISIC_0029901,167,47,295,402
ISIC_0029902,237,149,167,135
ISIC_0029903,0,0,640,450
ISIC_0029904,157,94,310,314
ISIC_0029905,67,43,455,360
ISIC_0029906,40,10,507,358
ISIC_0029907,180,112,312,225
ISIC_0029908,192,38,302,302
ISIC_0029909,0,0,640,450
ISIC_0029910,0,0,640,450
ISIC_0029911,22,31,295,353
ISIC_0029912,155,98,307,242
ISIC_0029913,215,144,202,161
ISIC_0029914,0,0,640,450
ISIC_0029915,217,112,220,230
ISIC_0029916,135,0,350,381
ISIC_0029917,0,0,640,450
ISIC_0029918,75,50,247,326
ISIC_0029919,55,0,547,439
ISIC_0029920,245,203,145,61
ISIC_0029921,0,21,640,427
ISIC_0029922,0,0,640,450
ISIC_0029923,0,19,640,430
ISIC_0029924,170,73,285,265
ISIC_0029925,60,140,442,228
ISIC_0029926,237,172,117,86
ISIC_0029927,205,131,202,166
ISIC_0029928,60,0,520,450
ISIC_0029929,0,0,640,450
ISIC_0029930,35,0,605,450
ISIC_0029931,0,21,640,416
ISIC_0029932,35,0,560,450
ISIC_0029933,75,31,565,418
ISIC_0029934,142,52,312,304
ISIC_0029935,205,35,325,344
ISIC_0029936,90,0,440,450
ISIC_0029937,0,19,580,425
ISIC_0029938,0,0,640,450
ISIC_0029939,60,10,310,363
ISIC_0029940,0,0,640,450
ISIC_0029941,0,0,640,450
ISIC_0029942,140,61,320,260
ISIC_0029943,240,267,175,159
ISIC_0029944,70,3,430,395
ISIC_0029945,215,144,227,154
ISIC_0029946,100,0,540,450
ISIC_0029947,265,184,127,75
ISIC_0029948,122,100,272,339
ISIC_0029949,2,65,607,384
ISIC_0029950,75,24,457,316
ISIC_0029951,15,12,545,428
ISIC_0029952,15,0,625,450
ISIC_0029953,0,42,640,407
ISIC_0029954,0,0,640,450
ISIC_0029955,67,40,455,332
ISIC_0029956,65,1,572,381
ISIC_0029957,67,119,377,247
ISIC_0029958,0,0,640,450
ISIC_0029959,167,121,395,295
ISIC_0029960,137,1,312,383
ISIC_0029961,177,42,335,365
ISIC_0029962,0,0,640,450
ISIC_0029963,37,54,542,333
ISIC_0029964,127,108,432,341
ISIC_0029965,245,0,210,217
ISIC_0029966,145,82,262,291
ISIC_0029967,145,52,377,319
ISIC_0029968,177,33,367,253
ISIC_0029969,110,0,285,216
ISIC_0029970,40,70,582,323
ISIC_0029971,122,0,475,450
ISIC_0029972,137,0,442,353
ISIC_0029973,0,0,552,450
ISIC_0029974,0,0,640,450
ISIC_0029975,210,163,295,184
ISIC_0029976,35,40,560,358
ISIC_0029977,55,0,565,450
ISIC_0029978,0,0,640,450
ISIC_0029979,180,140,302,284
ISIC_0029980,20,0,542,450
ISIC_0029981,162,58,312,286
ISIC_0029982,257,152,145,147
ISIC_0029983,0,15,617,402
ISIC_0029984,60,117,327,291
ISIC_0029985,167,77,295,279
ISIC_0029986,0,29,640,420
ISIC_0029987,35,58,605,391
ISIC_0029988,0,0,640,450
ISIC_0029989,0,0,640,450
ISIC_0029990,60,0,387,356
ISIC_0029991,5,29,590,420
ISIC_0029992,20,31,467,390
ISIC_0029993,215,80,337,341
ISIC_0029994,0,0,640,450
ISIC_0029995,2,0,580,450
ISIC_0029996,172,17,342,346
ISIC_0029997,0,14,507,420
ISIC_0029998,80,110,415,298
ISIC_0029999,185,0,267,388
ISIC_0030000,60,0,367,432
ISIC_0030001,20,0,620,450
ISIC_0030002,0,0,615,450
ISIC_0030003,95,0,520,444
ISIC_0030004,10,0,570,450
ISIC_0030005,20,58,600,363
ISIC_0030006,130,0,440,446
ISIC_0030007,90,0,475,450
ISIC_0030008,230,159,155,126
ISIC_0030009,0,0,640,450
ISIC_0030010,205,142,212,166
ISIC_0030011,0,0,640,450
ISIC_0030012,170,63,337,304
ISIC_0030013,0,0,640,450
ISIC_0030014,210,163,230,131
ISIC_0030015,65,49,467,383
ISIC_0030016,197,133,302,247
ISIC_0030017,142,12,327,400
ISIC_0030018,80,0,447,416
ISIC_0030019,82,0,457,450
ISIC_0030020,135,0,415,450
ISIC_0030021,97,93,442,307
ISIC_0030022,115,0,370,450
ISIC_0030023,0,0,640,450
ISIC_0030024,0,0,502,450
ISIC_0030025,52,133,457,298
ISIC_0030026,90,29,432,383
ISIC_0030027,147,163,232,286
ISIC_0030028,110,66,335,283
ISIC_0030029,72,56,350,393
ISIC_0030030,155,0,425,353
ISIC_0030031,75,52,425,370
ISIC_0030032,72,38,460,344
ISIC_0030033,92,100,380,279
ISIC_0030034,0,22,640,427
ISIC_0030035,142,17,175,175
ISIC_0030036,0,0,640,450
ISIC_0030037,72,26,455,420
ISIC_0030038,212,140,220,172
ISIC_0030039,120,82,390,309
ISIC_0030040,165,45,312,370
ISIC_0030041,0,0,640,450
ISIC_0030042,125,0,447,409
ISIC_0030043,92,28,492,421
ISIC_0030044,45,24,510,425
ISIC_0030045,0,0,640,450
ISIC_0030046,0,14,640,407
ISIC_0030047,122,47,367,323
ISIC_0030048,0,0,640,450
ISIC_0030049,30,89,412,360
ISIC_0030050,102,128,362,302
ISIC_0030051,5,0,635,450
ISIC_0030052,95,0,447,450
ISIC_0030053,252,156,135,117
ISIC_0030054,312,0,187,228
ISIC_0030055,37,38,580,411
ISIC_0030056,0,0,640,450
ISIC_0030057,237,101,237,228
ISIC_0030058,220,110,320,228
ISIC_0030059,62,26,530,423
ISIC_0030060,32,0,545,437
ISIC_0030061,250,152,237,212
ISIC_0030062,0,0,640,450
ISIC_0030063,267,195,92,86
ISIC_0030064,95,45,467,328
ISIC_0030065,27,0,607,450
ISIC_0030066,0,0,640,450
ISIC_0030067,52,14,507,390
ISIC_0030068,0,1,530,448
ISIC_0030069,0,17,640,395
ISIC_0030070,242,179,142,114
ISIC_0030071,250,158,195,137
ISIC_0030072,155,0,397,450
ISIC_0030073,0,0,640,450
ISIC_0030074,182,43,285,365
ISIC_0030075,130,70,320,370
ISIC_0030076,0,0,640,450
ISIC_0030077,82,0,557,450
ISIC_0030078,55,0,530,323
ISIC_0030079,182,138,312,225
ISIC_0030080,107,0,367,450
ISIC_0030081,175,117,312,175
ISIC_0030082,0,22,640,413
ISIC_0030083,0,0,640,450
ISIC_0030084,62,0,352,358
ISIC_0030085,155,138,317,151
ISIC_0030086,120,49,425,384
ISIC_0030087,22,0,545,450
ISIC_0030088,0,0,640,450
ISIC_0030089,200,73,272,286
ISIC_0030090,47,84,457,207
ISIC_0030091,100,0,485,450
ISIC_0030092,32,0,607,450
ISIC_0030093,0,15,600,434
ISIC_0030094,125,0,502,450
ISIC_0030095,0,0,640,450
ISIC_0030096,50,58,492,358
ISIC_0030097,62,0,310,427
ISIC_0030098,12,42,552,407
ISIC_0030099,212,94,237,228
ISIC_0030100,110,0,362,450
ISIC_0030101,167,0,307,388
ISIC_0030102,277,82,240,237
ISIC_0030103,27,36,587,365
ISIC_0030104,212,103,285,295
ISIC_0030105,132,36,350,388
ISIC_0030106,75,0,517,450
ISIC_0030107,140,35,390,414
ISIC_0030108,0,0,640,450
ISIC_0030109,0,0,640,434
ISIC_0030110,35,0,580,450
ISIC_0030111,0,0,590,450
ISIC_0030112,15,31,607,400
ISIC_0030113,5,0,520,450
ISIC_0030114,0,168,272,210
ISIC_0030115,137,52,405,397
ISIC_0030116,107,0,472,409
ISIC_0030117,135,96,355,286
ISIC_0030118,0,0,640,450
ISIC_0030119,0,0,640,450
ISIC_0030120,0,28,640,421
ISIC_0030121,102,1,440,448
ISIC_0030122,125,73,430,298
ISIC_0030123,210,117,215,198
ISIC_0030124,67,0,572,450
ISIC_0030125,120,107,350,203
ISIC_0030126,0,0,592,450
ISIC_0030127,260,193,115,86
ISIC_0030128,165,0,395,421
ISIC_0030129,112,42,395,335
ISIC_0030130,0,0,640,450
ISIC_0030131,0,0,640,450
ISIC_0030132,0,0,617,450
ISIC_0030133,95,5,545,444
ISIC_0030134,62,15,510,434
ISIC_0030135,87,36,412,346
ISIC_0030136,0,126,632,290
ISIC_0030137,105,0,485,450
ISIC_0030138,165,123,280,207
ISIC_0030139,235,124,177,205
ISIC_0030140,237,138,240,198
ISIC_0030141,90,14,425,332
ISIC_0030142,0,0,640,450
ISIC_0030143,0,0,640,450
ISIC_0030144,190,138,257,159
ISIC_0030145,140,42,490,407
ISIC_0030146,90,123,380,291
ISIC_0030147,92,0,547,450
ISIC_0030148,0,59,640,328
ISIC_0030149,82,38,412,395
ISIC_0030150,40,0,527,450
ISIC_0030151,0,0,640,450
ISIC_0030152,0,0,640,450
ISIC_0030153,132,0,302,450
ISIC_0030154,82,166,520,283
ISIC_0030155,212,82,180,284
ISIC_0030156,155,91,312,291
ISIC_0030157,0,0,640,450
ISIC_0030158,0,0,640,450
ISIC_0030159,192,82,295,261
ISIC_0030160,40,5,500,409
ISIC_0030161,165,45,295,246
ISIC_0030162,220,170,255,188
ISIC_0030163,75,17,465,432
ISIC_0030164,95,61,425,363
ISIC_0030165,142,126,327,188
ISIC_0030166,167,49,267,321
ISIC_0030167,25,0,542,450
ISIC_0030168,0,0,640,450
ISIC_0030169,0,0,640,450
ISIC_0030170,285,193,240,228
ISIC_0030171,187,108,237,188
ISIC_0030172,0,0,640,450
ISIC_0030173,10,0,617,450
ISIC_0030174,0,0,640,450
ISIC_0030175,0,0,640,450
ISIC_0030176,0,0,640,450
ISIC_0030177,147,50,407,370
ISIC_0030178,0,86,640,290
ISIC_0030179,0,0,640,450
ISIC_0030180,22,22,525,360
ISIC_0030181,37,15,602,434
ISIC_0030182,0,0,640,450
ISIC_0030183,0,0,640,450
ISIC_0030184,202,161,222,151
ISIC_0030185,80,0,547,450
ISIC_0030186,35,15,512,393
ISIC_0030187,0,0,640,450
ISIC_0030188,0,0,640,450
ISIC_0030189,162,103,295,217
ISIC_0030190,212,126,232,247
ISIC_0030191,27,0,612,450
ISIC_0030192,0,0,640,450
ISIC_0030193,55,0,310,333
ISIC_0030194,80,33,555,348
ISIC_0030195,7,43,627,406
ISIC_0030196,0,73,440,376
ISIC_0030197,92,29,430,383
ISIC_0030198,135,112,355,284
ISIC_0030199,42,35,490,414
ISIC_0030200,0,0,640,450
ISIC_0030201,137,77,295,297
ISIC_0030202,30,24,447,425
ISIC_0030203,0,0,640,450
ISIC_0030204,0,0,622,450
ISIC_0030205,0,0,640,450
ISIC_0030206,115,75,405,374
ISIC_0030207,0,0,535,450
ISIC_0030208,107,68,465,381
ISIC_0030209,150,66,352,298
ISIC_0030210,147,87,422,286
ISIC_0030211,0,0,640,450
ISIC_0030212,267,80,197,302
ISIC_0030213,0,0,605,450
ISIC_0030214,142,154,342,246
ISIC_0030215,75,70,317,323
ISIC_0030216,27,0,562,450
ISIC_0030217,0,0,640,450
ISIC_0030218,137,100,372,346
ISIC_0030219,160,0,432,414
ISIC_0030220,55,0,585,450
ISIC_0030221,97,38,420,409
ISIC_0030222,170,31,275,384
ISIC_0030223,0,0,640,450
ISIC_0030224,0,0,640,450
ISIC_0030225,0,0,640,450
ISIC_0030226,172,35,467,402
ISIC_0030227,22,12,527,434
ISIC_0030228,0,1,640,448
ISIC_0030229,242,166,140,98
ISIC_0030230,137,73,370,284
ISIC_0030231,127,21,512,428
ISIC_0030232,92,87,362,291
ISIC_0030233,92,0,485,444
ISIC_0030234,0,0,640,450
ISIC_0030235,97,130,337,319
ISIC_0030236,0,0,640,450
ISIC_0030237,37,0,502,450
ISIC_0030238,0,0,640,450
ISIC_0030239,25,0,597,450
ISIC_0030240,0,0,640,450
ISIC_0030241,0,0,640,450
ISIC_0030242,0,0,640,450
ISIC_0030243,0,0,640,450
ISIC_0030244,197,89,245,235
ISIC_0030245,42,0,482,450
ISIC_0030246,22,0,572,450
ISIC_0030247,170,114,272,249
ISIC_0030248,7,42,587,407
ISIC_0030249,20,0,620,450
ISIC_0030250,0,0,640,450
ISIC_0030251,227,177,250,168
ISIC_0030252,140,77,500,360
ISIC_0030253,192,130,232,191
ISIC_0030254,85,0,332,360
ISIC_0030255,232,158,195,159
ISIC_0030256,122,116,312,319
ISIC_0030257,95,184,237,200
ISIC_0030258,10,0,630,450
ISIC_0030259,132,0,407,450
ISIC_0030260,162,94,292,298
ISIC_0030261,187,26,285,341
ISIC_0030262,75,0,432,332
ISIC_0030263,257,175,132,86
ISIC_0030264,0,0,640,450
ISIC_0030265,110,42,460,353
ISIC_0030266,0,0,640,450
ISIC_0030267,132,15,367,428
ISIC_0030268,0,0,640,450
ISIC_0030269,47,3,360,446
ISIC_0030270,20,43,620,406
ISIC_0030271,65,0,560,450
ISIC_0030272,165,121,265,319
ISIC_0030273,47,26,525,423
ISIC_0030274,57,3,555,446
ISIC_0030275,195,135,210,184
ISIC_0030276,0,0,640,450
ISIC_0030277,0,0,640,450
ISIC_0030278,52,0,492,444
ISIC_0030279,165,147,335,223
ISIC_0030280,0,0,640,450
ISIC_0030281,217,142,212,181
ISIC_0030282,132,40,372,381
ISIC_0030283,40,198,155,142
ISIC_0030284,85,0,495,450
ISIC_0030285,227,54,320,328
ISIC_0030286,0,0,640,450
ISIC_0030287,0,19,640,430
ISIC_0030288,90,0,390,450
ISIC_0030289,0,0,640,450
ISIC_0030290,280,119,302,265
ISIC_0030291,182,158,197,205
ISIC_0030292,62,105,362,344
ISIC_0030293,0,0,640,450
ISIC_0030294,127,73,285,307
ISIC_0030295,240,87,212,265
ISIC_0030296,160,43,352,319
ISIC_0030297,0,0,640,450
ISIC_0030298,87,172,405,277
ISIC_0030299,182,54,230,304
ISIC_0030300,192,163,222,108
ISIC_0030301,40,0,555,450
ISIC_0030302,245,0,290,353
ISIC_0030303,147,35,320,346
ISIC_0030304,167,100,255,240
ISIC_0030305,162,7,405,402
ISIC_0030306,7,0,605,450
ISIC_0030307,135,0,290,272
ISIC_0030308,60,0,475,450
ISIC_0030309,7,22,605,427
ISIC_0030310,0,8,640,441
ISIC_0030311,77,35,450,413
ISIC_0030312,92,59,422,316
ISIC_0030313,200,80,312,314
ISIC_0030314,0,15,640,432
ISIC_0030315,2,0,637,450
ISIC_0030316,0,0,640,450
ISIC_0030317,52,0,562,450
ISIC_0030318,22,0,617,450
ISIC_0030319,0,0,640,450
ISIC_0030320,0,0,640,450
ISIC_0030321,100,28,387,297
ISIC_0030322,47,119,387,330
ISIC_0030323,17,59,485,376
ISIC_0030324,62,24,510,425
ISIC_0030325,150,96,320,302
ISIC_0030326,77,119,455,223
ISIC_0030327,42,0,590,450
ISIC_0030328,22,7,562,442
ISIC_0030329,0,0,640,450
ISIC_0030330,55,0,547,450
ISIC_0030331,0,63,640,386
ISIC_0030332,47,80,345,363
ISIC_0030333,0,19,615,383
ISIC_0030334,205,126,205,184
ISIC_0030335,37,47,590,358
ISIC_0030336,130,114,335,203
ISIC_0030337,62,0,500,450
ISIC_0030338,247,15,302,277
ISIC_0030339,0,0,640,450
ISIC_0030340,117,7,412,442
ISIC_0030341,0,0,640,450
ISIC_0030342,87,72,475,351
ISIC_0030343,87,7,552,442
ISIC_0030344,7,70,530,314
ISIC_0030345,60,123,437,242
ISIC_0030346,65,0,575,450
ISIC_0030347,232,68,237,240
ISIC_0030348,235,142,152,175
ISIC_0030349,85,117,455,228
ISIC_0030350,275,188,80,56
ISIC_0030351,142,0,320,434
ISIC_0030352,40,63,495,360
ISIC_0030353,0,15,640,407
ISIC_0030354,220,68,227,270
ISIC_0030355,157,77,372,217
ISIC_0030356,0,0,640,450
ISIC_0030357,100,0,502,450
ISIC_0030358,200,103,222,260
ISIC_0030359,177,75,372,374
ISIC_0030360,112,0,527,450
ISIC_0030361,20,0,605,450
ISIC_0030362,135,38,312,411
ISIC_0030363,95,0,510,450
ISIC_0030364,135,0,437,434
ISIC_0030365,0,3,640,446
ISIC_0030366,47,0,565,450
ISIC_0030367,85,45,502,369
ISIC_0030368,115,0,447,450
ISIC_0030369,285,161,97,89
ISIC_0030370,115,21,440,428
ISIC_0030371,217,189,197,107
ISIC_0030372,0,0,640,450
ISIC_0030373,17,24,520,344
ISIC_0030374,47,123,432,326
ISIC_0030375,0,0,640,450
ISIC_0030376,0,0,640,450
ISIC_0030377,225,54,155,249
ISIC_0030378,212,112,210,193
ISIC_0030379,117,63,422,386
ISIC_0030380,172,68,442,381
ISIC_0030381,115,70,300,323
ISIC_0030382,0,0,640,450
ISIC_0030383,155,50,360,365
ISIC_0030384,182,65,290,319
ISIC_0030385,55,0,472,450
ISIC_0030386,0,0,640,450
ISIC_0030387,40,52,425,348
ISIC_0030388,67,82,317,333
ISIC_0030389,30,0,537,450
ISIC_0030390,0,0,640,450
ISIC_0030391,150,38,332,339
ISIC_0030392,55,72,500,377
ISIC_0030393,27,22,612,427
ISIC_0030394,187,119,275,286
ISIC_0030395,47,0,537,450
ISIC_0030396,62,0,577,450
ISIC_0030397,120,68,250,279
ISIC_0030398,0,0,635,450
ISIC_0030399,130,35,352,393
ISIC_0030400,27,0,510,450
ISIC_0030401,202,117,222,219
ISIC_0030402,0,0,492,372
ISIC_0030403,65,43,460,406
ISIC_0030404,0,0,640,450
ISIC_0030405,45,0,555,450
ISIC_0030406,162,52,275,344
ISIC_0030407,42,0,570,393
ISIC_0030408,52,56,587,328
ISIC_0030409,247,105,302,298
ISIC_0030410,105,0,472,450
ISIC_0030411,177,65,380,291
ISIC_0030412,67,0,267,321
ISIC_0030413,132,26,415,265
ISIC_0030414,0,0,640,450
ISIC_0030415,172,54,355,328
ISIC_0030416,222,135,250,217
ISIC_0030417,37,0,602,450
ISIC_0030418,57,28,455,397
ISIC_0030419,157,26,355,409
ISIC_0030420,130,94,362,267
ISIC_0030421,0,87,295,291
ISIC_0030422,0,0,640,450
ISIC_0030423,0,0,640,450
ISIC_0030424,85,47,422,316
ISIC_0030425,45,0,595,450
ISIC_0030426,62,0,500,450
ISIC_0030427,0,0,640,450
ISIC_0030428,50,19,590,314
ISIC_0030429,200,101,272,283
ISIC_0030430,162,228,247,163
ISIC_0030431,197,186,205,163
ISIC_0030432,65,0,517,450
ISIC_0030433,137,96,292,261
ISIC_0030434,117,147,437,163
ISIC_0030435,70,0,555,450
ISIC_0030436,0,0,640,450
ISIC_0030437,200,7,310,442
ISIC_0030438,107,100,350,309
ISIC_0030439,0,0,640,450
ISIC_0030440,212,59,227,283
ISIC_0030441,160,26,420,384
ISIC_0030442,210,151,430,277
ISIC_0030443,152,72,337,283
ISIC_0030444,77,14,545,435
ISIC_0030445,0,82,640,291
ISIC_0030446,57,35,495,395
ISIC_0030447,102,56,455,335
ISIC_0030448,7,0,537,450
ISIC_0030449,112,0,402,450
ISIC_0030450,120,19,447,369
ISIC_0030451,17,12,545,420
ISIC_0030452,60,0,580,450
ISIC_0030453,185,110,192,216
ISIC_0030454,145,33,210,200
ISIC_0030455,120,84,390,333
ISIC_0030456,115,93,380,277
ISIC_0030457,125,0,325,260
ISIC_0030458,87,65,477,335
ISIC_0030459,0,0,640,450
ISIC_0030460,50,42,590,407
ISIC_0030461,87,26,385,335
ISIC_0030462,0,101,617,298
ISIC_0030463,0,0,640,450
ISIC_0030464,167,70,362,360
ISIC_0030465,0,0,640,450
ISIC_0030466,82,0,552,427
ISIC_0030467,87,31,300,277
ISIC_0030468,57,35,390,290
ISIC_0030469,47,38,395,411
ISIC_0030470,0,0,640,450
ISIC_0030471,140,36,335,383
ISIC_0030472,0,0,640,450
ISIC_0030473,157,112,362,242
ISIC_0030474,40,0,537,450
ISIC_0030475,0,82,640,353
ISIC_0030476,115,0,372,332
ISIC_0030477,112,124,367,291
ISIC_0030478,45,0,592,450
ISIC_0030479,162,80,320,254
ISIC_0030480,150,35,327,346
ISIC_0030481,70,0,477,450
ISIC_0030482,52,0,542,450
ISIC_0030483,0,0,380,450
ISIC_0030484,90,66,360,383
ISIC_0030485,0,0,640,450
ISIC_0030486,0,0,640,450
ISIC_0030487,0,0,640,450
ISIC_0030488,207,56,267,372
ISIC_0030489,92,45,547,404
ISIC_0030490,0,22,640,427
ISIC_0030491,47,58,527,372
ISIC_0030492,0,0,640,450
ISIC_0030493,12,117,450,307
ISIC_0030494,132,21,367,395
ISIC_0030495,0,0,640,450
ISIC_0030496,272,82,250,230
ISIC_0030497,0,0,640,450
ISIC_0030498,47,50,442,383
ISIC_0030499,12,54,565,395
ISIC_0030500,0,0,640,450
ISIC_0030501,92,72,547,309
ISIC_0030502,0,0,640,450
ISIC_0030503,5,0,635,450
ISIC_0030504,27,26,472,423
ISIC_0030505,87,26,510,423
ISIC_0030506,107,91,475,235
ISIC_0030507,12,0,625,450
ISIC_0030508,272,137,195,196
ISIC_0030509,55,38,490,297
ISIC_0030510,85,24,412,425
ISIC_0030511,100,50,425,339
ISIC_0030512,57,28,465,388
ISIC_0030513,180,45,205,198
ISIC_0030514,0,0,640,450
ISIC_0030515,102,15,345,333
ISIC_0030516,42,0,575,450
ISIC_0030517,0,0,640,450
ISIC_0030518,82,77,367,298
ISIC_0030519,102,63,262,341
ISIC_0030520,285,196,57,52
ISIC_0030521,207,131,245,181
ISIC_0030522,10,8,580,372
ISIC_0030523,0,0,640,450
ISIC_0030524,57,0,457,450
ISIC_0030525,292,188,167,117
ISIC_0030526,45,1,562,446
ISIC_0030527,82,42,422,383
ISIC_0030528,97,19,437,390
ISIC_0030529,187,56,247,339
ISIC_0030530,132,45,275,348
ISIC_0030531,225,189,362,260
ISIC_0030532,0,0,640,450
ISIC_0030533,0,0,640,450
ISIC_0030534,20,31,620,418
ISIC_0030535,235,156,170,144
ISIC_0030536,22,63,525,386
ISIC_0030537,112,7,455,432
ISIC_0030538,115,0,317,395
ISIC_0030539,165,107,372,193
ISIC_0030540,37,43,367,406
ISIC_0030541,92,8,372,441
ISIC_0030542,165,31,440,332
ISIC_0030543,165,35,442,351
ISIC_0030544,202,144,212,175
ISIC_0030545,10,0,575,450
ISIC_0030546,60,0,407,450
ISIC_0030547,47,54,530,383
ISIC_0030548,0,0,640,450
ISIC_0030549,175,84,295,272
ISIC_0030550,92,29,495,321
ISIC_0030551,0,0,640,450
ISIC_0030552,115,58,385,304
ISIC_0030553,117,73,380,297
ISIC_0030554,0,0,640,450
ISIC_0030555,12,0,600,450
ISIC_0030556,120,73,302,321
ISIC_0030557,140,58,355,319
ISIC_0030558,85,1,390,448
ISIC_0030559,0,56,640,297
ISIC_0030560,0,0,640,450
ISIC_0030561,0,24,640,425
ISIC_0030562,122,94,302,339
ISIC_0030563,50,0,397,450
ISIC_0030564,0,0,622,427
ISIC_0030565,85,0,447,441
ISIC_0030566,190,0,325,416
ISIC_0030567,247,94,152,258
ISIC_0030568,110,12,425,437
ISIC_0030569,7,28,570,409
ISIC_0030570,7,98,490,351
ISIC_0030571,102,50,395,399
ISIC_0030572,0,0,640,450
ISIC_0030573,97,144,302,223
ISIC_0030574,230,110,185,193
ISIC_0030575,37,0,562,446
ISIC_0030576,0,0,640,450
ISIC_0030577,32,0,552,450
ISIC_0030578,75,0,440,397
ISIC_0030579,0,0,640,450
ISIC_0030580,45,0,512,450
ISIC_0030581,257,105,162,200
ISIC_0030582,245,198,132,114
ISIC_0030583,115,65,482,341
ISIC_0030584,32,0,562,450
ISIC_0030585,187,145,280,203
ISIC_0030586,257,135,135,138
ISIC_0030587,5,0,635,450
ISIC_0030588,182,91,335,332
ISIC_0030589,202,130,215,233
ISIC_0030590,162,45,380,404
ISIC_0030591,0,0,635,450
ISIC_0030592,0,7,640,441
ISIC_0030593,0,3,640,446
ISIC_0030594,180,133,295,212
ISIC_0030595,0,0,640,450
ISIC_0030596,112,138,290,265
ISIC_0030597,127,10,495,420
ISIC_0030598,55,26,537,393
ISIC_0030599,132,1,345,377
ISIC_0030600,102,40,490,404
ISIC_0030601,0,0,640,450
ISIC_0030602,15,5,560,444
ISIC_0030603,0,0,640,450
ISIC_0030604,0,0,640,450
ISIC_0030605,62,0,525,450
ISIC_0030606,190,145,245,138
ISIC_0030607,0,0,640,450
ISIC_0030608,135,72,422,328
ISIC_0030609,95,0,432,450
ISIC_0030610,70,0,460,450
ISIC_0030611,257,70,177,242
ISIC_0030612,0,0,640,450
ISIC_0030613,0,43,640,406
ISIC_0030614,35,72,605,265
ISIC_0030615,202,110,220,217
ISIC_0030616,112,77,442,309
ISIC_0030617,0,0,640,450
ISIC_0030618,160,1,272,270
ISIC_0030619,135,116,505,333
ISIC_0030620,172,93,300,249
ISIC_0030621,197,98,272,283
ISIC_0030622,0,0,640,450
ISIC_0030623,177,130,292,193
ISIC_0030624,75,49,430,400
ISIC_0030625,27,0,607,450
ISIC_0030626,0,0,640,450
ISIC_0030627,87,0,285,397
ISIC_0030628,52,68,350,353
ISIC_0030629,57,0,517,444
ISIC_0030630,120,35,345,328
ISIC_0030631,0,0,640,450
ISIC_0030632,70,28,537,421
ISIC_0030633,32,12,467,358
ISIC_0030634,0,0,640,450
ISIC_0030635,167,86,362,304
ISIC_0030636,125,61,457,348
ISIC_0030637,15,0,565,450
ISIC_0030638,20,0,587,450
ISIC_0030639,297,195,55,61
ISIC_0030640,22,101,580,283
ISIC_0030641,205,107,267,219
ISIC_0030642,130,82,355,249
ISIC_0030643,10,0,625,450
ISIC_0030644,145,31,425,393
ISIC_0030645,0,0,640,450
ISIC_0030646,162,0,437,377
ISIC_0030647,0,0,640,450
ISIC_0030648,95,0,405,450
ISIC_0030649,77,61,477,333
ISIC_0030650,97,0,307,377
ISIC_0030651,35,0,552,450
ISIC_0030652,35,0,605,450
ISIC_0030653,150,119,300,240
